brand	manufacturers_id	name	description	room_image_url	warranty
SobellaOmni HD	212	Poseidon	"With large 16&rdquo; tile visuals, Poseidon epitomizes all the sophisticated characteristics of an ancient stone.&nbsp; Its repeat size gives a wonderful variation, making this pattern stand out from the rest."	http://www.mannington.com:80/~/media/Images/Product/Sobella/SobellaOmni HD/Poseidon_Earthquake_SHD193_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Aurora	213	Gibraltar	"Gibraltar is a 6-inch textured, rustic stone look that blends color for a dramatic effect."	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	214	Jumpstart Indian Slate	Indian Slate is a captivating 9 slate pattern that creates visual interest by combining multi-leveled hues with realistic detail. This slate pattern offers a unique look that will accommodate any room in the home.	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71072_IndianSlateRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Premium-Naturals	215	Alloy	" The perfect choice for any contemporary interior, Alloy is an incredibly versatile metal look in a modern 9""x18"" layout. It's nondescript, colorful weathered patina, combined with rectified grout lines, creates a sophisticated compliment to any spacious interior. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Naturals/17381_Alloy_PolishedSteel_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Premium-Naturals	216	Etruscan	"Etruscan is an allover pattern cut from a Corinthian stone slab. The soft, subtle blush tones in this pattern make it a versatile compliment in any room.http://www.mannington.com:80/~/media/Images/Product/Resilient/Naturals/17270_EtruscanRS.ashx"	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"	
Adura Tile	217	Manhattan	" Splashes of color and shimmer dance over this fantasy - like tile. Having an eclectic feel, this pattern will mesh well with today's contemporary looks and home accents. "	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryTile/AT141_AT142_MANHATTANRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Duration	218	Rushmore	"Providing a natural, earthy option, Rushmore, an allover pattern mimics the fine, sanded, and strong facade of Mount Rushmore. With an understated, diffused color palette, Rushmore provides a clean backdrop to today's contemporary styling."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Duration/DR120_Rushmore_DayBreak_VG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Plank	219	Spalted Georgian Maple	" An exotic look created by the work of nature, Spalted Georgian Maple has a unique character with beautiful graining and color. This look would turn any room into a truly spectacular living space. "	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryPlank/AW522_SPALTGEORGIANMAPRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Aurora	220	San Bartola	"Aurora features NatureForm, ScratchResist, and Guardian Protection for the stylish looks and easy maintenance."	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Coordinations	221	Natural Ohio Oak	"The Ohio Oak pattern in Natural and Honey, has the inviting look of traditional oak floor complete with raised graining texture."	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	222	Jumpstart Ardesia	" Excavated from European quarries, each piece of this 12"" rustic slate has been hand selected to assure a wonderful play of color, pattern, and texture. Ardesia is accentuated by rustic grout lines and a shaled surface that offers a naturally realistic look. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71171_ArdesiaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	223	Jumpstart Vermont Slate	" Vermont Slate is a beautiful modular natural slate pattern that was inspired by the terrain of the Northern countryside. This stunning pattern hosts a wonderful blend of warm colors, rustic grout lines, and a realistic visual that makes this pattern esthetically pleasing. "	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	224	Jumpstart Woods Towne	" Inspired by the wood of the maple tree, Woods Towne features 4"" wide planks in random lengths, offering a wide range of weathered grain texture and color variation. Woods Towne offers a rustic solution to any den, kitchen, or family room. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71021_WoodsTowneRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	225	Kasbah	"Providing a classic look that is both authentic and unique, Kasbah is a 12"" realistic slate pattern that combines rugged character with extreme color variation."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71250_Kasbah_WetSand_71250.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	226	Hampton Hickory Plank	" Hampton Hickory Plank is uniquely comfortable and crafted to last for generations. Both inviting and beautiful, they are a tribute to understated refinement. And, you won't find a more scratch resistant hardwood floor anywhere that's easier to keep clean. "	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/RA05CV1_HamptonHickoryPlank.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	227	French Terrace	" Inspired by the old village floors of France, this terracotta gains realism through its attention to detail. Fine cracks, worn edges and subtle colored blushes romance each tile. French Terrace, with its European flair, is a perfect transition to any kitchen decor. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3731_FrenchTerraceRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Vega	228	Sunberry	"Vega offers great style at a great price, with and Guardian Protection and the Never Yellow Warranty. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Vega/3437_SunberryRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Best-Realistique	229	Guadalajara	"The rich heritage of Guadalajara inspired this festive pattern. Its 9"" tile layout features a lush, nostalgic patina, varied play of color, and rustic texture. This incredibly diverse design will embrace any room in the household."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Realistique/97091_GudadalajaraRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Premium-Naturals	230	Grand Cayman	" Inspired by the landscape of the Caribbean, Grand Cayman is an exceptionally bold 12"" rustic slate. This pattern captures the deep, rich, earthen hues of the tropics. Let Grand Cayman create a relaxing vacation spot in your home. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Naturals/17290_GrandCaymanRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
American Classics	231	American Oak Plank 5 Inch	" Available in both 3"" and 5"" wide planks, American Oak is rich and deep in color. This American classic has an open grain finish with Scratchresist that makes it perfect for arid environments. "	http://www.mannington.com:80/~/media/Images/Product/Hardwood/Classics/AMN03OBZ1_AMERICANOakRSjpg.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	232	Midtown	" Reminiscent of the awesome skyscrapers of midtown Manhattan, this contemporary urban pattern features a mix of textures and subtle color play. Midtown's unique diagonal layout is accented by a small inset that is inspired by the dynamic buildings in the city making this sophisticated design the perfect compliment to any home decor. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3861_MidtownRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Strata	233	Strata	"Strata is an exceptional looking product that, dependent on how it is seen, could be a cement-look, a wood-look, could take on a metallic appearance or appear to be petrified wood."	http://www.mannington.com:80/~/media/Images/Product/Porcelain/Strata/ST2T12_Strata_earthRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	234	Chesapeake Hickory Plank	" Chesapeake Hickory is a refined distressed wood floor offering complete with wormholes and saw marks. The signature stateliness of rich hickory comes to the forefront in warm Amber or Spice, in medium-range variations of Savanna and Cherry Spice, and in dark richness of Olde Town. "	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/CP05CS1_CPHickoryPlankRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	235	Studio	" Capturing all the modern simplicity of urban styling, Studio features a 9"" tile format with brushed concrete texture and clean lines. This trendy pattern will instantly transform any space into a contemporary living area. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3890_Studio_Linen_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Tile	236	Oasis	"Oasis captures all the character and beauty found in a sophisticated natural marble. Its realistic veining, intricate color play, and high shine coordinates with many home settings, providing a livable modern style.&nbsp;"	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryTile/Oasis_Spring-Water_AT292_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Tile	237	Escalante	" This dramatic, multi-hued 16"" tile was inspired by the amazing variety and wondrous vistas of the remote areas of Utah for which it was named. The intricate network of deep canyons, uplifted plateaus, and volcanic fields found in nature are repeated in this rugged pattern that will add a unique and striking beauty to any home. "	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryTile/AT191_ESCALANTERS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
American Classics	238	Madison Oak Plank 3 Inch	Madison Oak Plank is a stylish new look with an outstanding low luster finish that is so sought after. The low gloss allows even more of the natural beauty of our hardwood floors to be revealed.	http://www.mannington.com:80/~/media/Images/Product/Hardwood/Classics/MOP05HTN1_MADISONOAKRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Plank	239	Kona	"With its attractive hues and subtle detail, Kona creates a wonderful sense of color play that features a soft under glow.&nbsp; The realistic look of natural Koa brings culture and class to any room in the home."	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryPlank/Kona_Macadamia_AW570_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	240	Northcrest	" Northcrest evokes images of sand swept, sun kissed beaches. Like a coastline peeking through clouds, Northcrests color and texture offer a subtle interplay of balance and juxtaposition. A realistic stone look, visually enhanced by a 9 checkerboard layout, Northcrest readily brings natures ever-changing beauty into the home. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3832_NorthcrestRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Tile	241	Dynasty	" A dramatic hand cut slate look that features all the color variation and realism found in nature. Authentic in its design and coloring, this pattern creates a visual that is incredibly diverse making it an impressive focal point in any setting. This pattern features Manningtons exclusive V2 Technology which provides twice the realism of traditional luxury vinyl tiles. "	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryTile/AT210_DYNASTYRS-nwp.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Value Lock Collection	242	Bennington Cherry Chestnut	 Mannington's Value Lock Collection allows for a variety of classic and trendy wood visuals to come to life in any room. This Laminate collection gives the budget conscious consumer the great styling and product associated with the Mannington brand. 	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Vega	243	Brazilian Stone	"Naturally unearthed and rustic, this pattern combines varying sized slate tiles in a modular layout. Brazilian Stone has rich patina and detail that will add an eclectic look to any room in the house."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Vega/3611_BrazilianStoneRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Sobella Supreme	244	Sobella Siena	" Siena has the character, depth, and awesome beauty found in many natural stones. This 12"" metamorphic sandstone has a rich patina with realistic detail and texture. Bring the outside into your home with this dramatic pattern. "	http://www.mannington.com:80/~/media/Images/Product/Sobella/Supreme/ALT110_SienaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Duration	245	Acapulco	"Acapulco, 7.2&rdquo; tile layout features a sand swept patina, varied play of color, and rustic texturing. This incredibly diverse design will embrace any room in the household."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Durations/DR070_Acapulco_SummerField_VG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Tile	246	Sicilian Stone	"Inspired by the varied landscapes of the island for which it is named, Sicilian Stone is an exciting tile with an explosion of color and texture. This robust and elegant pattern would be a beautiful accent to any home office, dining or living space."	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryTile/AT184_SICILIANSTONERS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Duration	247	Beach Haven	" Featured in a modern day subway layout, Beach Haven is a unique marble that combines soft sun bleached colors with exquisite detail. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Durations/DR140_BeachHaven_Sunset_VG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Value Lock Collection	248	Bennington Cherry Autumn	 Mannington's Value Lock Collection allows for a variety of classic and trendy wood visuals to come to life in any room. This Laminate collection gives the budget conscious consumer the great styling and product associated with the Mannington brand. 	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
American Classics	249	American Hickory Plank 3 inch	"The hardest American wood, Hickory is known for its rich character and distinct graining. Versatile and adaptable, this floor is a pleasant upgrade or addition to any room."	http://www.mannington.com:80/~/media/Images/Product/Hardwood/Classics/AMY05NA1_AmericanHickoryRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	250	Jumpstart Montana Ridge	" Montana Ridge has the character, depth, and awesome beauty found in natural slate. This bold 12"" pattern has a rich patina with realistic detail and texture. Bring the outside into your home with this dramatic pattern. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71101_MontanaRidgeRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	251	Eagel Pass Hickory	"A beautiful timeworn visual with added durability, Eagle Pass features an intricate, hand hewn scrape with refined character. The chatter knots, and subtle wire brushing of this floor enhances the deep, rich colors."	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/Eagle_Pass_Hickory_Rawhide_EPH05RH1_VG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Duration	252	Somerset	"Somerset is a 6&rdquo; wide plank that captures all the character and depth of a refined rustic wood. This large-scale plank combines beautiful graining with natural colors, creating the perfect aesthetic look that can provide a relaxing coastal feel to any traditional interior."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Duration/DR160_Somerset_Beach_VG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Revolutions Plank Diamond Bay	253	Diamond Bay Brazilian Cherry	"Diamond Bay's unique ""diamond finish"" brings the dramatic visuals of exotic hardwoods to life with incredible clarity and depth of color, all with the durability and easy care of a laminate. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/Diamond Bay/26831_BrazilianCherryRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Tile	254	Metropolis	"Capturing the stylish urban look without being too trendy, Metropolis is a unique weathered patina pattern that is modern and minimal. With its contoured edge treatment and V2 technology, Metropolis provides the versatility to create unique layouts with a grouted or non-grouted option."	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryTile/AT252_MetropolisCentralParkRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Coordinations	255	Natural Berkshire Maple	"The Coordinations Collection offers an amazing selection of textures, colors and styles that feature our beautiful NatureForm finish. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/Coordinations/56012L_NaturalBerkshireMapl.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
SobellaOmni HD	256	Omni HD	" Inspired by the picturesque artifacts of ancient Greece, this 12"" marble pattern blends traditional styling with a renewed sense of sophistication. "	http://www.mannington.com:80/~/media/Images/Product/Sobella/SobellaOmni HD/SHD122AresSerpentineGreenRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Restoration Collection	257	Arcadia	"Arcadia, a hardwood look,&nbsp;showcases&nbsp;natural distressed character with a subtle wire brush effect.&nbsp; Sure to bring warmth and beauty to any interior, Arcadia is featured in three rustic colors."	http://www.mannington.com:80/~/media/Images/Product/Laminate/Restoration Collection/Arcadia_Smoke_22312_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	258	Black Isle Hickory	" An addition to the Inverness series, Black Isle Hickory combines subtle embossing, scraping, multiple stain layers, and a fine drybrush print to create a one of a kind product. "	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/IVB05ALT1-Black-Isle.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Revolutions Plank	259	Burlwood	" Revolutions Plank, with NatureForm Optix technology, micro-beveling and narrow 5"" widths, combines the look and feel of natural wood with the performance of laminate. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/RevolutionsPlank/26500_BurlwoodRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Revolutions Tile	260	Adirondack	"With approximately 20 stones per plank and 5 unique planks per sku, Adirondack has astounding variations within the series visuals."	http://www.mannington.com:80/~/media/Images/Product/Laminate/RevolutionsTile/38603_AdirondackRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Value Lock Collection	261	Natural Princeton Maple	 Mannington's Value Lock Collection allows for a variety of classic and trendy wood visuals to come to life in any room. This Laminate collection gives the budget conscious consumer the great styling and product associated with the Mannington brand. 	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Coordinations	262	Honey Newport Hickory	"The Coordinations Collection offers an amazing selection of textures, colors and styles that feature our beautiful NatureForm finish. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/Coordinations/56025L_HoneyNewportHickoryR.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Revolutions Tile	263	Venicia	" Venicia, which adopts the visual of a 12""x24"" rectified tile with embossed in register grout lines, is Mannington's version of one of the hottest trends in porcelain -- marble visuals with a seamless look. Fresh and modern, Venicia features OpticEdge - a new, exclusive technology that provides the industry's most advanced design and beveling capabilities. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/RevolutionsTile/38530_VeniciaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Duration	264	Cambridge	"Cambridge captures all the realism and authentic beauty found in natural slate. This one-of-a-kind pattern features a unique staggered layout that provides a contemporary twist on this classic 12"" slate look."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Duration/DR170_Cambridge_Flagstone_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	265	Basking Ridge	"Basking Ridge inspires images of spectacular mountain ranges in a 9"" paver design. This warm and earthy floor is sure to blend naturally with any decor."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3801_BaskingridgeRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Distinctive Plank	266	Provence	" An exquisite Butternut wood pattern that features the first variable width vinyl plank in the industry, Provence brings the rustic and antique beauty of the Mediterranean coast to life. This pattern offers unique plank widths in 3"", 4 1/2"", and 6"" creating a look that is both original and fashionable. "	http://www.mannington.com:80/~/media/Images/Product/Adura/DistinctivesCollection/VA002_ProvenceSyrahRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Premium-Naturals	267	Sunset Valley	"Inspired by kiln-fired ceramic tile, this large-scale modular is a feast for the eyes. Its multi-sized tiles, realistic detail, and rich colors make it an easy choice to add excitement and color to any interior."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Naturals/17230_SunsetValleyRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Restoration Collection	268	Historic Oak	"Historic Oak possesses all the character and depth of a reclaimed wood floor with realistic saw marks and nail holes, providing a one-of-a-kind rustic feel. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/Restoration Collection/HistoricOak_Ash_22100_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
